wavs/cuudinhky_chuong1_0001.wav|Xin chào tất cả các bạn. Hôm nay, Tốt Tiên Hiệp Channel xin giới thiệu đến các bạn một bộ chuyện sắp được chờ đợi của tác giả Cà Chua, kiểu Đình Ký. Chuyện kể về Đằng Thanh Sơn, một sát thủ trong thế giới hiện đại có vỏ công hình ý quyền đạt mức Đại Tông Sư Đình Phong. Sau khi trấn đầu với hai sát thủ được tổ chức Sát Thủ Rét thuê để diễn anh,|@CuuDinhKy
wavs/cuudinhky_chuong1_0002.wav|Anh đã bị nội thương trầm trọm và đến bên bờ tử vong. Câu chuyện được bắt đầu khi Đăng Thanh Sơn chết, được chuyển về thời cổ đại. Với lý thuyết về võ đạo, anh đã làm mưa làm gió như thế nào tại thế giới cổ đại. Hãy cùng đồng hành với tốt tiên hiệp channel dõi theo những chuyến phiêu lưu cùng Đăng Thanh Sơn nhé.|@CuuDinhKy
wavs/cuudinhky_chuong1_0003.wav|Trường 1, Đằng Thanh Sơn. Trên lầu 2 của trà săn tính, phòng trà những loại phục vụ cả đồ ăn, rất yên tĩnh. Tiếng âm nhạc siệu sáng vắng lên giống như là nước nhẹ chảy qua khiến cho lòng người cảm giác thoải mái. Trên tầng 2 của trà săn tính, khách nhân không có nhiều, ước trường chỉ có mười mười người. Từng nhóm hai ba người|@CuuDinhKy
wavs/cuudinhky_chuong1_0004.wav|Điệu rất tự xác, hạ tấp âm thanh, đảm luận chủ đề của tương người. Nơi cầu thang đột nhiên chuyển đến tiếng bước chân, khiến cho một số khách nhân không tự chủ được nên đưa mắt nhìn về phía đó.|@CuuDinhKy
wavs/cuudinhky_chuong1_0005.wav|Một thiểu nữ giáng người thuần thiết, mặc quần bò, áo phong polo trắng, bùi tóc đuông ngựa, đi cùng một thiểu phụ, giáng người cao giáo, cắt tóc ngắn, mặc trang phục màu tím, bước lên tầng 2 của trà san thính. Trong trà san thính có không ít người, ánh mắt sáng lên, nhìn 2 vị mỹ nữ kia, đặc biệt là vị mỹ nữ mặc đũ tím. Chặt, chặt, ta học đại học Tô Châu 4 năm,|@CuuDinhKy
wavs/cuudinhky_chuong1_0006.wav|Lần này vừa mới trở về, không ngờ An Nhi hiện thành của chúng ta lại có một đại mỹ nữ như vậy. Thật là thuộc nữ. Cô bên cạnh mặc dù còn nao nớt một chút nhưng cũng là thanh thuần mỹ lẹ.|@CuuDinhKy
wavs/cuudinhky_chuong1_0007.wav|Hầu từ, mỹ nữ có đẹp đến mấy cũng chỉ là của người khác, đừng có lại nằm mơ nữa. Hắc, đại ca đừng có đã kích đệ mà. Đúng rồi, mỹ nữ tóc ngắn giáng người cao giáo là ai nhỉ? Đệ đến giờ cũng hơn 20 tuổi đầu rồi, nhưng cô này tuyệt đối nằm trong top 3 của toàn bộ nữ nhân đệ đã nhìn qua. Ngụ quan đó, khi chất đó thật lại trấn động lòng người. Hầu từ, ta nói cho mà biết,|@CuuDinhKy
wavs/cuudinhky_chuong1_0008.wav|Vị miết nước đó tên là Lâm Thanh, chính là một đại nhân vật bối cảnh rất lớn. Hai ngày trước, chúng ta nhìn thấy chiếc xe Land Rover trị giá 200 vạn chính là của cô ta. Chỉ tỉnh riêng tại An Nghi huyện Thanh, cô ta đã đình tên một tòa tiểu điếm, hai tòa trà lâu. Chút sản nghiệp tại huyện Thanh của chúng ta chỉ là một bộ phận nhỏ trong những sản nghiệp của người ta mà thôi.|@CuuDinhKy
wavs/cuudinhky_chuong1_0009.wav|Lợi hại như vậy, dạ thành niên có biệt hầu, biệt hiệu hầu từ không thể không trộn mắt lấy lưỡi. An nghi huyện thành chính là một trong huyện thành rất bình thường nằm trong địa giới của Tô Gia.|@CuuDinhKy
wavs/cuudinhky_chuong1_0010.wav|Chiếc xe Land Rover trị giá 200 vạn mà chạy trong. Tiểu huyện thành thì quả là đáng tròn mắt. Lâm tiểu thư, sang phòng của cô, chúng tôi đã chuẩn bị xong. Xin mời đi theo tôi." Phục vụ viên tầng 2 của trà san thính lập tức hướng tới hai vị mĩ nữ nói. Hai vị mĩ nữ này dưới ánh mắt tò mò của không ít người ở đây, chậm dãi đi theo phục vụ viên tiến vào phòng viết. Sau đó cửa phòng đồng ký lại.|@CuuDinhKy
