wavs/test_1h_0001.wav|Hello xin chào các bạn. Chào mừng các bạn đến với kênh chuyện Cò Long Trông và vẫn là Cò đây. Thì tiếp theo cái series chuyện của Mạc Bảo Phi Bảo thì hôm nay Cò sẽ gửi đến các bạn một bộ chuyện mới của tác giả này. Bộ chuyện có tên 1cm Ánh Dương. Người dịch là Minh Lê.|@AnhDuong
wavs/test_1h_0002.wav|Chuyện thuộc thể loại quân nhân hiện đại ngọt nào có một chút xíu ngược tâm và happy ending các bạn nhé. Nhân vật chính của bộ chuyện là kỷ ức và quý thành Dương. Bộ chuyện gồm 27 chương cả ngoại chuyện. Nếu mà các bạn đã đọc và yêu thích bộ chuyện cây ô liu màu trắng thì có thể là sẽ rất là hợp và thích bộ chuyện này nhé. Còn bây giờ thì chúng mình hãy đến với một chút review của bộ chuyện.|@AnhDuong
wavs/test_1h_0003.wav|Câu chuyện kể về kỷ ức, một cô gái lớn lên không có tình thương của ông nội, sự chăm sóc của cha mẹ cũng giống như nhà trong khái niệm của cô kể từ khi còn rất nhỏ, có nghĩa là|@AnhDuong
wavs/test_1h_0004.wav|nhà của bố mẹ, nhà của ông nội chứ chưa bao giờ có khái niệm nhà mình. Nhưng vào năm 10 tuổi, lần đầu tiên cô gặp chú Út Quý, Quý Thành Dương. Kỷ ức cũng không biết rằng kể từ giây phút cô gặp anh thì đã có một sợi dây vô hình âm thẩm kết nối hai người lại. Nếu có thể dùng một câu để miêu tả về anh, thì Kỷ ức cảm thấy chú Út rất cao lớn và còn đẹp trai hơn cả Iri Naoki trong nụ hôn tinh nghịch.|@AnhDuong
wavs/test_1h_0005.wav|Chưa có ai nói với cô rằng, em còn chuyện gì muốn làm mà trước giờ không có ai làm cùng em không? Từ khi cô có nhận thức, chưa từng có ai dành thời gian cùng cô thực hiện mọi mong muốn của cô. Vì thế, anh là người đầu tiên, cũng là người cuối cùng cho cô hơi ấm ấy. Những lần ở bên anh, từng cây nắm tay, những lần trò chuyện, kể cả những cái ôm của anh, khiến trái tim cô đập thình thịch.|@AnhDuong
wavs/test_1h_0006.wav|nhưng cô không dám có bất cứ suy nghĩ nào vượt khuôn khổ cho phép. Không chỉ vì hai người họ quen nhau quá sớm, mà quan trọng hơn hết, anh còn là trưởng mối của cô. Kỷ ức luôn cố kiềm nén thứ tình cảm đang muốn vượt khỏi lòng mình, nhưng mọi cố gắng của cô đều bị phá vỡ. Chính là khi môi anh và môi cô chạm vào nhau, cô không tìm được bất kỳ một ý nghĩa, một lý do gì để giải thích cho hành động đó của anh.|@AnhDuong
wavs/test_1h_0007.wav|Liệu có phải giống như anh nói, chỉ vì kích động hôn lên cô nên mới nói rằng sẽ chịu trách nhiệm? Hay anh cũng thích em? Đâu mới là ý nghĩa thật sự của anh?|@AnhDuong
wavs/test_1h_0008.wav|Năm 2004, Quý Thanh Dương một lần nữa rời khỏi Trung Quốc, nhưng không giống như những lần rời đi trước kia. Trong suốt thời gian ấy, cô không thể nào liên lạc đối với anh. Cô cứ ngỡ vì công việc quá bận rộn. Nhưng đến khi nhận được email của anh, cô mới biết không phải là như vậy. Thì ra anh đang né tránh cô.|@AnhDuong
wavs/test_1h_0009.wav|Lại nói lần đầu tiên quý thành Dương gặp Kỷ ức không phải là năm 10 tuổi như Kỷ ức vẫn tưởng, mà là vào lúc cô bé bỏ nhà ra đi với mong muốn ba mẹ sẽ ở lại lâu hơn. Nhưng khi ấy chẳng có ai phát hiện ra để đi tìm.|@AnhDuong
wavs/test_1h_0010.wav|Đây chính là lý do sau này gặp lại anh muốn đối tốt với cô bé hơn một chút nhưng lại chẳng có kinh nghiệm nào về chăm sóc trẻ con. Anh luôn tự hào về chỉ số IQ và EQ của mình nhưng cứ gặp phải kỷ ức là dường như lúc nào 2 chỉ số ấy cũng đi lạc.|@AnhDuong
wavs/test_1h_0011.wav|Trong ấn tượng của anh, Kỳ ức là một cô bé ngoan ngoãn, hiểu chuyện, đến nỗi không muốn làm phiền người khác. Điều đó khiến anh không khỏi cảm thấy đau lòng. Từ khi gặp Kỳ ức, cuộc sống của anh trở thành những ẩn số mà không thể nào lường trước được. Anh trao cho cô hy vọng, trao cho cô tình yêu của mình. Vì anh đã dùng 10 phần trái tim của mình để yêu em, nên sẽ yêu đến cùng.|@AnhDuong
wavs/test_1h_0012.wav|Anh không rõ mình rung động với cô bé ấy từ bao giờ, có lẽ vào một đông năm 2000 khi giật mình tỉnh lại sau cơn ác mộng. Anh nhìn thấy kỉ ức ngồi bên bàn cặn cụi vá lại vết sách trên túi áo của anh. Hay là còn sớm hơn thế nữa là lúc cô không còn gọi anh là chú út quý mà gọi thẳng tên anh.|@AnhDuong
wavs/test_1h_0013.wav|Tình yêu của cô và lý tưởng của anh quý thành Dương lựa chọn lý tưởng, cho nên khi nghe cô muốn thi vào khoa tiểu ngữ, anh chủ động vạch sẵn kế hoạch để cô có cuộc sống tương lai tốt hơn. Nhưng lại không nói với cô rằng sắp tới anh sẽ rời khỏi Trung Quốc đến Afghanistan, vùng đất đang xảy ra chiến sự.|@AnhDuong
wavs/test_1h_0014.wav|Cho đến khi cận kỳ cái chết, không tìm thấy tì hy vọng sống soát nào, anh chỉ nghĩ đến cô, hy vọng sẽ có người thay anh đem hạnh phúc đến cho cô. Nhưng chỉ cần nghĩ đến, người đó không phải là mình, thì trái tim anh không khỏi đau nhái. Suy nghĩ ấy còn khiến anh tuyệt vọng hơn cả cái chết.|@AnhDuong
wavs/test_1h_0015.wav|Nếu lúc ấy được gặp lại cô, nếu anh có thể sống trở về, anh chỉ muốn nói với người con gái đó rằng, xin hãy tha thứ cho sự ích kỷ của anh. Vì với anh, trên đời này, hai thứ quan trọng nhất, một là cô bé của anh, một là tổ quốc của anh.|@AnhDuong
wavs/test_1h_0016.wav|Giữa tình yêu và lý tưởng liệu có thể vẹn toàn cả hay? Quý thành Dương có thể trở về không? Kỷ ức sẽ trở đời và tha thứ cho anh trước. Mọi thứ sẽ trở đời các bạn ở những dòng cuối cùng của câu chuyện.|@AnhDuong
wavs/test_1h_0017.wav|Nữ chính Kỷ ÚC là một cô bé đơn độc, trưởng thành sớm, bên ngoài mạnh mẽ nhưng nội tâm yếu đuối, luôn muốn được yêu thương nhưng lại sợ phiền thoái những người xung quanh. Khi nhận định một người cô sẽ yêu hết mình dù tình cảm ấy không được đáp trả chọn vẹn nhưng cô vẫn nguyện ý đứng đó chờ đợi. Nam chính quý thành Dương, thờ ơ, lạnh lùng, có hoài bão và lý tưởng. Anh không biết nói lời lãng mạn nhưng sẽ dùng hành động để nói với người anh yêu.|@AnhDuong
wavs/test_1h_0018.wav|Nếu các bạn đang tìm kiếm một bộ chuyện quân nhân ngọt ngào và có một chút xíu ngược thì câu chuyện này khá là thích hợp cho các bạn. Còn bây giờ thì chúng mình hãy đến với phần đầu tiên của bộ chuyện luôn nhé. Chương 1 lời dẫn|@AnhDuong
wavs/test_1h_0019.wav|Hôm ấy, Kỷ ức đang ở trong phòng làm việc của ông nội. Sáng nay ngủ dậy, cô bé đã thấy cổ họng đau rát, đầu óc tróng vắng. Vù nó quen với việc ban ngày thường không có ai ở nhà, đặc biệt là trong những dịp nghỉ hè nghỉ đông. Nên Kỷ ức càng phải tự lực cánh sinh giải quyết mọi vấn đề. Nhưng vấn đề bây giờ là Kỷ ức cảm thấy mình đã bị ốm, cần phải uống thuốc.|@AnhDuong
wavs/test_1h_0020.wav|Vậy nhưng lâu lắm rồi cô không ốm nên cô đã quên mất hòm thuốc cất ở đâu rồi. Sau khi lục tung 7-8 canh ngăn kéo, cuối cùng kỉ ức cũng tìm thấy nó. 2 viên giảm sốt, 2 viên giảm cúm, con nên thêm 1 viên ngưu hoàng giảm nhiệt nữa không đây? Hình như năm ngoái khi suất cao, mẹ đã cho mình uống loại thuốc này thì phải. Thế thì thêm 1 viên nữa vậy.|@AnhDuong
wavs/test_1h_0021.wav|Kỷ ức ngỡ từng viên thuốc ra khỏi vỉ, vừa giót nước, thì chốt nghe thấy tiếng chuông cửa. Kỷ ức đặt thuốc lên trên tờ khăn giấy, rồi lại chạy ra cửa, nhắn chân, nhìn qua lỗ mắt mèo. Ánh nắng giữa mùa hạ xuyên qua khung cửa kính, buông xuống hành lang, chiếu dọi từng ngốc ngách, không để giót bất kỳ góc tối nào. Trong ánh nắng trói trang ấy, Kỷ ức nhìn thấy quý thành Dương. Sau này anh mới nói với Kỷ ức rằng, thực ra đó là lần thứ hai họ gặp nhau.|@AnhDuong
